3285|very masculine,very adult-like,very old,thick,slightly relaxed,weak,slightly dark,slightly hard,slightly muffled,fluent,slightly raspy,cool,intellectual,sincere,calm,very mature,slightly friendly,reassuring,unique,slightly sexy,slightly wild,slightly strict
2514|very masculine,very adult-like,very middle-aged,very thick,tensed,slightly bright,very soft,clear,fluent,cool,very intellectual,very sincere,very calm,mature,friendly,very reassuring,elegant,very sexy,sweet,slightly lively,very kind
6242|very feminine,very adult-like,middle-aged,thin,slightly tensed,slightly powerful,bright,hard,very clear,fluent,cool,intellectual,very sincere,slightly calm,slightly friendly,reassuring,very elegant,slightly sexy,kind
398|very masculine,slightly young,adult-like,dark,slightly soft,slightly muffled,fluent,cool,intellectual,very sincere,very calm,slightly mature,slightly friendly,slightly reassuring,slightly sexy,slightly sweet,slightly kind,slightly modest
1241|feminine,slightly gender-neutral,very adult-like,slightly middle-aged,slightly thin,slightly relaxed,slightly dark,slightly hard,slightly muffled,very fluent,slightly cool,very intellectual,very sincere,calm,slightly kind
1200|very masculine,very adult-like,middle-aged,very thick,very tensed,powerful,slightly bright,slightly soft,clear,fluent,intellectual,sincere,very calm,slightly mature,very reassuring,slightly elegant,slightly sexy,sweet,lively,kind
2356|masculine,very adult-like,middle-aged,very thick,tensed,powerful,bright,hard,very clear,fluent,cool,intellectual,sincere,calm,very mature,slightly friendly,reassuring,slightly sexy,wild,slightly lively,slightly strict
1403|masculine,adult-like,slightly middle-aged,tensed,slightly weak,slightly dark,slightly hard,slightly muffled,fluent,slightly cool,intellectual,slightly refreshing,sincere,calm,slightly mature,slightly sweet,slightly kind,slightly modest
87|feminine,slightly gender-neutral,adult-like,slightly middle-aged,thin,tensed,powerful,slightly bright,slightly hard,slightly clear,fluent,intellectual,sincere,slightly sexy,slightly lively,strict,slightly sharp
6128|very feminine,slightly young,adult-like,tensed,slightly bright,very soft,very clear,fluent,cute,very intellectual,sincere,calm,slightly friendly,reassuring,very sexy,sweet,kind,slightly light
7120|slightly feminine,very gender-neutral,very adult-like,middle-aged,slightly thick,tensed,slightly weak,slightly bright,slightly hard,slightly raspy,very intellectual,very sincere,very calm,slightly sexy,slightly wild,kind,slightly modest
6111|feminine,slightly gender-neutral,adult-like,middle-aged,slightly thick,tensed,powerful,slightly bright,slightly hard,clear,fluent,slightly cool,intellectual,sincere,calm,slightly mature,reassuring,elegant,slightly strict,slightly sharp
2910|very feminine,young,slightly adult-like,very thin,slightly tensed,bright,soft,very clear,very fluent,very cute,intellectual,slightly refreshing,sincere,slightly calm,friendly,slightly reassuring,slightly elegant,slightly sweet,kind,slightly light
3947|very gender-neutral,young,slightly thin,slightly tensed,slightly weak,slightly dark,slightly soft,clear,fluent,slightly cute,slightly cool,intellectual,slightly refreshing,slightly sincere,calm,very friendly,slightly reassuring,slightly lively,slightly kind
3072|very masculine,very adult-like,middle-aged,thick,tensed,slightly powerful,bright,very soft,clear,very fluent,very cool,very intellectual,slightly refreshing,very sincere,very calm,mature,very friendly,very reassuring,elegant,sexy,slightly sweet,very kind
8172|masculine,adult-like,slightly middle-aged,thick,tensed,slightly powerful,slightly bright,slightly soft,slightly muffled,fluent,cool,slightly intellectual,slightly refreshing,slightly sincere,calm,slightly mature,friendly,slightly reassuring,wild,slightly lively,kind,slightly light
978|masculine,adult-like,slightly middle-aged,slightly thick,slightly tensed,slightly weak,bright,slightly soft,clear,fluent,slightly cool,slightly intellectual,refreshing,sincere,calm,slightly friendly,slightly reassuring,slightly elegant,slightly lively,slightly kind,slightly modest
4710|masculine,very adult-like,middle-aged,thick,tensed,powerful,slightly bright,soft,very clear,very fluent,slightly raspy,very cool,very intellectual,refreshing,sincere,very calm,mature,very friendly,very reassuring,elegant,very sexy,very sweet,slightly lively,very kind
8722|feminine,slightly gender-neutral,very adult-like,slightly middle-aged,slightly thick,tensed,slightly powerful,bright,slightly soft,very clear,very fluent,very cool,very intellectual,slightly refreshing,very sincere,very calm,very friendly,very reassuring,elegant,very sexy,sweet,very kind
1290|very feminine,adult-like,middle-aged,slightly thick,tensed,powerful,slightly bright,hard,clear,fluent,slightly cool,intellectual,slightly refreshing,sincere,calm,slightly reassuring,slightly sexy,strict,slightly sharp
8164|very masculine,very adult-like,slightly old,thick,slightly relaxed,slightly weak,slightly dark,slightly soft,slightly clear,fluent,cool,intellectual,very sincere,calm,reassuring,slightly elegant,slightly sweet,kind,slightly modest
1387|masculine,adult-like,slightly middle-aged,slightly thick,slightly tensed,slightly weak,slightly dark,slightly hard,slightly muffled,fluent,slightly raspy,slightly cool,very intellectual,slightly refreshing,sincere,calm,slightly friendly,slightly reassuring,slightly sexy,slightly kind,slightly modest
5660|very feminine,slightly young,slightly adult-like,very thin,relaxed,weak,slightly dark,very soft,slightly muffled,slightly halting,very cute,slightly intellectual,sincere,very calm,friendly,reassuring,slightly sexy,sweet,kind,modest
5649|feminine,slightly gender-neutral,very adult-like,slightly middle-aged,slightly thin,relaxed,slightly weak,slightly dark,soft,muffled,fluent,raspy,cool,intellectual,slightly refreshing,sincere,very calm,friendly,reassuring,slightly elegant,very sexy,kind,very modest
8753|very masculine,very adult-like,middle-aged,very thick,tensed,slightly powerful,bright,soft,muffled,fluent,raspy,cool,very intellectual,slightly refreshing,sincere,very mature,friendly,reassuring,elegant,sexy,slightly sweet,slightly lively,very kind
409|masculine,adult-like,slightly middle-aged,tensed,slightly powerful,bright,hard,clear,fluent,cool,intellectual,slightly refreshing,sincere,calm,slightly mature,slightly friendly,reassuring,elegant,slightly sexy,slightly wild,kind
7096|masculine,slightly young,adult-like,slightly thick,tensed,slightly powerful,very bright,slightly hard,very clear,very fluent,slightly cool,very intellectual,slightly refreshing,sincere,slightly calm,slightly friendly,slightly reassuring,wild,slightly sweet,slightly lively,slightly strict
6333|masculine,slightly young,adult-like,slightly thick,tensed,slightly weak,slightly dark,hard,slightly clear,fluent,slightly cool,intellectual,slightly refreshing,sincere,very calm,slightly mature,slightly friendly,slightly reassuring,slightly elegant,slightly sweet,kind
2609|very masculine,very adult-like,slightly old,very thick,relaxed,slightly weak,slightly dark,soft,slightly muffled,slightly halting,raspy,very cool,very intellectual,sincere,very calm,very mature,slightly friendly,reassuring,sexy,slightly wild,kind
1767|feminine,slightly gender-neutral,young,slightly adult-like,thin,tensed,slightly weak,bright,hard,clear,fluent,cute,intellectual,slightly refreshing,slightly sincere,calm,slightly friendly,slightly elegant,sexy,slightly sweet,kind,slightly modest
6567|feminine,slightly young,adult-like,thin,tensed,slightly powerful,bright,hard,clear,fluent,cute,intellectual,slightly refreshing,calm,slightly friendly,reassuring,slightly sexy,slightly wild,kind
2436|masculine,adult-like,middle-aged,thick,tensed,powerful,very bright,slightly soft,clear,fluent,slightly raspy,cool,intellectual,slightly refreshing,sincere,slightly calm,mature,slightly friendly,slightly reassuring,slightly elegant,sexy,slightly sweet,lively,intense,slightly sharp
3549|very feminine,very adult-like,slightly middle-aged,thin,very tensed,powerful,very bright,soft,very clear,very fluent,cool,intellectual,slightly refreshing,slightly sincere,calm,friendly,reassuring,elegant,very sexy,lively,slightly strict
5244|feminine,slightly gender-neutral,slightly young,adult-like,slightly thin,slightly tensed,slightly powerful,slightly bright,hard,clear,fluent,slightly cool,intellectual,refreshing,slightly sincere,calm,slightly friendly,reassuring,elegant,slightly sexy,slightly strict
311|very masculine,very adult-like,middle-aged,very thick,tensed,powerful,bright,soft,slightly muffled,fluent,slightly raspy,very cool,very intellectual,slightly refreshing,very calm,very mature,friendly,reassuring,elegant,slightly sexy,slightly sweet,kind,slightly modest
2967|feminine,young,slightly adult-like,thin,tensed,slightly weak,slightly bright,very hard,very clear,slightly fluent,cute,slightly intellectual,refreshing,slightly sincere,calm,slightly friendly,slightly reassuring,slightly elegant,slightly sexy,slightly strict,slightly modest
505|masculine,very adult-like,middle-aged,thick,relaxed,slightly dark,hard,slightly muffled,fluent,slightly raspy,cool,intellectual,very sincere,calm,elegant,slightly sexy,kind,slightly modest
3997|feminine,slightly gender-neutral,slightly young,slightly adult-like,slightly thin,tensed,powerful,bright,hard,very clear,fluent,cute,intellectual,sincere,slightly calm,slightly friendly,reassuring,elegant,slightly sexy,slightly kind,slightly sharp
3989|very feminine,slightly young,adult-like,thin,tensed,slightly weak,slightly dark,slightly hard,slightly muffled,fluent,cute,intellectual,slightly refreshing,sincere,slightly calm,friendly,slightly reassuring,slightly elegant,slightly sexy,slightly sweet,kind,slightly modest
6135|feminine,slightly gender-neutral,adult-like,slightly middle-aged,thin,slightly tensed,slightly weak,slightly bright,slightly hard,slightly muffled,fluent,slightly cute,slightly intellectual,slightly refreshing,sincere,slightly calm,reassuring,elegant,slightly sexy,strict,sharp,slightly modest
8194|feminine,slightly gender-neutral,slightly young,adult-like,slightly thin,very relaxed,very dark,slightly soft,muffled,fluent,slightly raspy,very cute,intellectual,sincere,very calm,very friendly,very reassuring,very sexy,sweet,kind,very modest
174|masculine,slightly young,adult-like,slightly thick,very tensed,slightly powerful,very bright,slightly soft,slightly muffled,fluent,slightly raspy,slightly cool,slightly intellectual,very refreshing,sincere,slightly calm,slightly friendly,slightly reassuring,unique,wild,slightly sweet,very lively,slightly intense
2096|very masculine,very adult-like,very middle-aged,very thick,tensed,slightly powerful,slightly dark,slightly hard,slightly muffled,slightly fluent,cool,slightly intellectual,sincere,slightly calm,mature,slightly friendly,reassuring,slightly unique,wild,kind,modest
2414|very masculine,very relaxed,very weak,dark,very soft,muffled,halting,raspy,slightly intellectual,sincere,very calm,slightly mature,slightly friendly,slightly reassuring,slightly elegant,slightly sexy,sweet,very kind,very modest
5442|feminine,slightly gender-neutral,slightly young,adult-like,thin,tensed,slightly weak,slightly dark,slightly hard,slightly muffled,slightly halting,cute,intellectual,sincere,slightly calm,slightly friendly,slightly reassuring,slightly sexy,slightly sweet,slightly strict,very modest
6902|slightly feminine,very gender-neutral,adult-like,middle-aged,very tensed,powerful,very bright,soft,very clear,very fluent,slightly cool,very intellectual,refreshing,sincere,slightly calm,very friendly,very reassuring,very unique,very elegant,very lively,kind,intense,slightly light
7148|slightly feminine,very gender-neutral,very adult-like,slightly middle-aged,tensed,very powerful,slightly dark,soft,slightly muffled,fluent,slightly raspy,very cool,very intellectual,sincere,calm,friendly,reassuring,elegant,very sexy,slightly sweet,kind,modest
2234|masculine,slightly young,adult-like,slightly thick,slightly tensed,slightly weak,bright,soft,clear,fluent,cool,slightly intellectual,refreshing,sincere,very calm,very reassuring,elegant,slightly sexy,slightly sweet,kind
8033|masculine,slightly young,adult-like,slightly thick,tensed,slightly weak,bright,soft,very clear,very fluent,slightly cool,very intellectual,slightly refreshing,sincere,calm,slightly mature,friendly,reassuring,elegant,slightly sexy,slightly sweet,lively,kind
6300|feminine,slightly young,adult-like,tensed,powerful,slightly bright,clear,very fluent,slightly cool,slightly intellectual,slightly sincere,calm,slightly elegant,slightly sexy,very lively,slightly strict,slightly sharp
5045|very feminine,very young,relaxed,weak,slightly dark,soft,muffled,slightly halting,slightly raspy,cute,intellectual,refreshing,slightly sincere,slightly calm,friendly,slightly reassuring,elegant,slightly sexy,slightly sweet,kind,very modest
264|very masculine,very adult-like,middle-aged,very thick,very tensed,powerful,bright,soft,very clear,fluent,slightly raspy,very cool,very intellectual,very calm,mature,friendly,reassuring,very elegant,very sexy,sweet,very kind
1367|masculine,adult-like,slightly middle-aged,tensed,slightly powerful,slightly soft,clear,fluent,slightly cool,intellectual,slightly refreshing,sincere,slightly calm,slightly friendly,slightly elegant,wild,very lively,slightly strict,slightly intense
57|very feminine,young,slightly adult-like,thin,very tensed,slightly powerful,bright,hard,very clear,very fluent,cute,slightly cool,refreshing,sincere,friendly,reassuring,slightly unique,sexy,slightly wild,slightly sweet,very lively,slightly strict,slightly intense
4017|very masculine,adult-like,slightly middle-aged,very thick,slightly relaxed,weak,slightly dark,hard,slightly muffled,fluent,cool,intellectual,sincere,calm,slightly mature,slightly friendly,reassuring,elegant,sexy,sweet,kind,modest
3268|very masculine,very adult-like,very middle-aged,very thick,tensed,very powerful,bright,soft,clear,fluent,cool,very intellectual,very sincere,very calm,very mature,friendly,reassuring,slightly elegant,very sexy,sweet,slightly lively,kind,slightly modest
6930|very masculine,very adult-like,slightly middle-aged,thick,very tensed,powerful,bright,slightly soft,slightly muffled,fluent,slightly raspy,very cool,intellectual,refreshing,sincere,calm,very mature,friendly,reassuring,very sexy,wild,slightly sweet,slightly lively,very kind
549|very feminine,adult-like,slightly middle-aged,very thin,very tensed,powerful,very bright,hard,very clear,very fluent,slightly cute,cool,slightly intellectual,refreshing,slightly calm,very unique,slightly elegant,sexy,very lively,strict,intense
150|very feminine,slightly gender-neutral,slightly young,slightly adult-like,thin,very tensed,powerful,bright,hard,very clear,very fluent,cute,very intellectual,slightly refreshing,sincere,slightly calm,friendly,slightly reassuring,slightly unique,sexy,wild,slightly sweet,very lively,strict,intense,slightly sharp
7008|very masculine,very adult-like,slightly middle-aged,very thick,tensed,powerful,slightly bright,soft,slightly muffled,fluent,very cool,very intellectual,slightly sincere,very calm,very mature,very friendly,very reassuring,very elegant,very sexy,slightly wild,very sweet,slightly lively,very kind
850|very masculine,very adult-like,slightly middle-aged,very thick,very tensed,very powerful,bright,soft,clear,fluent,very cool,intellectual,sincere,calm,very mature,very friendly,very reassuring,slightly elegant,very sexy,slightly wild,slightly sweet,lively,kind,slightly intense
5401|very masculine,very adult-like,slightly middle-aged,very thick,very tensed,powerful,bright,soft,slightly muffled,fluent,very cool,intellectual,sincere,very calm,very mature,friendly,elegant,very sexy,slightly wild,lively,kind,intense
681|masculine,slightly feminine,gender-neutral,very adult-like,slightly middle-aged,thick,tensed,slightly weak,slightly dark,hard,slightly muffled,slightly halting,very cool,intellectual,sincere,very calm,slightly friendly,slightly reassuring,very unique,slightly elegant,sexy,strict
260|very masculine,very adult-like,very middle-aged,very thick,very tensed,very powerful,bright,slightly soft,muffled,fluent,very cool,intellectual,slightly refreshing,sincere,very calm,very mature,friendly,reassuring,slightly unique,elegant,very sexy,very wild,slightly sweet,lively,kind
1970|very feminine,slightly young,slightly adult-like,thin,slightly tensed,slightly powerful,slightly bright,hard,clear,fluent,slightly cute,slightly cool,intellectual,slightly refreshing,sincere,slightly calm,slightly friendly,slightly reassuring,slightly elegant,sexy,slightly sweet,slightly lively,slightly strict
7009|very masculine,very adult-like,very middle-aged,slightly old,very thick,very tensed,very powerful,bright,slightly soft,muffled,fluent,very cool,intellectual,sincere,very calm,very mature,slightly friendly,slightly reassuring,elegant,very sexy,slightly wild,very lively,slightly strict,slightly intense
5198|very masculine,very adult-like,middle-aged,very thick,slightly relaxed,slightly weak,slightly dark,slightly soft,muffled,fluent,very cool,intellectual,sincere,calm,very mature,very friendly,very reassuring,slightly unique,slightly elegant,very sexy,slightly strict,slightly sharp
5628|very masculine,adult-like,slightly middle-aged,slightly thick,slightly relaxed,slightly weak,slightly dark,slightly soft,slightly muffled,slightly fluent,slightly cool,very intellectual,slightly refreshing,sincere,slightly calm,slightly mature,slightly friendly,slightly reassuring,slightly unique,slightly elegant,slightly sexy,sweet,kind,modest
2002|masculine,slightly young,adult-like,slightly thick,slightly tensed,slightly relaxed,weak,slightly dark,slightly hard,muffled,slightly halting,slightly cool,slightly intellectual,refreshing,sincere,calm,slightly mature,slightly friendly,slightly sexy,slightly wild,slightly sweet,kind,modest
446|masculine,adult-like,slightly middle-aged,thick,slightly tensed,slightly powerful,slightly bright,hard,slightly muffled,fluent,slightly cool,very intellectual,slightly refreshing,very sincere,very calm,slightly mature,slightly friendly,slightly reassuring,slightly sexy,wild,slightly intense,slightly sharp
5975|very masculine,very adult-like,middle-aged,very thick,very tensed,very powerful,bright,slightly soft,slightly muffled,slightly fluent,very cool,very intellectual,slightly refreshing,sincere,calm,very mature,friendly,reassuring,very sexy,very wild,slightly sweet,slightly lively,kind
688|very feminine,slightly gender-neutral,adult-like,tensed,powerful,bright,slightly hard,very clear,very fluent,slightly raspy,slightly cute,slightly cool,sincere,slightly calm,slightly friendly,slightly reassuring,unique,slightly elegant,slightly sexy,lively,strict,slightly intense,slightly sharp
5460|very masculine,very adult-like,old,very thick,tensed,powerful,bright,hard,muffled,fluent,raspy,very cool,intellectual,sincere,calm,very mature,slightly friendly,slightly reassuring,slightly unique,very sexy,very wild,slightly lively,strict,slightly sharp
3063|very masculine,very adult-like,middle-aged,very thick,slightly tensed,very powerful,slightly dark,hard,very muffled,fluent,very cool,intellectual,sincere,calm,very mature,friendly,reassuring,sexy,very wild,slightly sweet,strict,slightly modest
3081|very feminine,young,very thin,very tensed,slightly powerful,very bright,hard,clear,fluent,cute,slightly cool,slightly intellectual,refreshing,slightly sincere,friendly,reassuring,sexy,slightly wild,slightly sweet,lively,strict,intense,sharp
954|very masculine,very adult-like,slightly middle-aged,very thick,tensed,powerful,bright,slightly hard,slightly muffled,fluent,very cool,intellectual,slightly refreshing,sincere,calm,very mature,slightly friendly,reassuring,slightly sexy,wild,slightly sweet,slightly lively,slightly kind,slightly strict
4191|very masculine,very adult-like,middle-aged,very thick,tensed,slightly weak,slightly dark,soft,slightly muffled,fluent,very cool,intellectual,slightly refreshing,slightly sincere,calm,very mature,friendly,reassuring,unique,very sexy,very wild,sweet,slightly kind,slightly modest
1069|very feminine,slightly gender-neutral,young,slightly adult-like,very thin,slightly tensed,slightly powerful,bright,slightly hard,clear,fluent,cute,slightly cool,intellectual,slightly refreshing,slightly sincere,slightly calm,friendly,reassuring,unique,slightly strict,slightly sharp,slightly modest
2004|feminine,slightly gender-neutral,slightly young,adult-like,slightly thick,tensed,slightly powerful,slightly bright,hard,slightly muffled,fluent,cool,very intellectual,sincere,calm,slightly mature,friendly,reassuring,slightly unique,elegant,very sexy,slightly sweet,slightly lively,slightly strict,slightly sharp
6206|feminine,slightly gender-neutral,adult-like,slightly middle-aged,thin,slightly relaxed,slightly weak,slightly dark,slightly hard,muffled,slightly fluent,slightly cute,intellectual,refreshing,sincere,slightly calm,slightly reassuring,slightly elegant,sexy,slightly wild,slightly sweet,lively,slightly strict,slightly sharp
1995|slightly masculine,slightly feminine,very gender-neutral,very adult-like,relaxed,weak,bright,slightly soft,slightly muffled,fluent,very cool,very intellectual,refreshing,sincere,calm,mature,friendly,reassuring,slightly unique,very sexy,slightly wild,slightly lively,slightly strict,slightly modest
1046|very masculine,very adult-like,middle-aged,very thick,slightly tensed,powerful,bright,slightly soft,muffled,fluent,very cool,very intellectual,very sincere,very calm,very mature,friendly,reassuring,very sexy,very wild,slightly lively,kind
4216|very feminine,very young,very thin,slightly relaxed,slightly weak,slightly dark,hard,clear,fluent,slightly raspy,very cute,slightly intellectual,sincere,friendly,reassuring,very unique,elegant,sexy,sweet,modest
1638|very masculine,very adult-like,middle-aged,very thick,tensed,very soft,slightly muffled,fluent,slightly raspy,very cool,very intellectual,sincere,calm,very mature,friendly,reassuring,sexy,very wild,slightly sweet,lively,kind,slightly modest
2208|masculine,adult-like,very middle-aged,relaxed,weak,slightly dark,hard,slightly muffled,raspy,cool,intellectual,slightly sincere,slightly calm,very mature,slightly friendly,slightly reassuring,sexy,wild,slightly sweet,slightly lively,slightly kind,slightly intense
696|feminine,slightly gender-neutral,very adult-like,slightly middle-aged,thin,tensed,powerful,bright,hard,clear,fluent,cool,intellectual,slightly refreshing,sincere,calm,slightly mature,friendly,reassuring,very unique,slightly sexy,lively,slightly strict,slightly intense
1283|very masculine,very adult-like,very middle-aged,very thick,tensed,powerful,bright,hard,slightly muffled,fluent,cool,very intellectual,slightly refreshing,sincere,calm,very mature,friendly,reassuring,slightly unique,slightly sexy,slightly wild,sweet,lively,kind
1446|very masculine,very adult-like,slightly middle-aged,very thick,tensed,powerful,very cool,intellectual,very sincere,very calm,very mature,friendly,reassuring,unique,elegant,very sexy,very wild,lively,kind
4699|very masculine,adult-like,slightly middle-aged,very thick,slightly relaxed,slightly weak,bright,hard,clear,cool,intellectual,refreshing,slightly sincere,slightly calm,mature,slightly friendly,slightly reassuring,unique,sexy,slightly wild,sweet,slightly kind,slightly modest
6689|feminine,slightly young,slightly adult-like,very thin,very relaxed,very weak,very dark,clear,fluent,slightly raspy,very cute,intellectual,very friendly,very reassuring,very unique,elegant,very sexy,sweet,very kind,very modest
7481|masculine,slightly young,adult-like,slightly relaxed,slightly weak,bright,soft,clear,fluent,cool,slightly intellectual,refreshing,slightly sincere,calm,friendly,reassuring,elegant,slightly sexy,sweet,kind
3681|very feminine,slightly young,adult-like,very thin,very tensed,slightly powerful,bright,slightly hard,very clear,very fluent,slightly cute,cool,very intellectual,refreshing,sincere,calm,friendly,slightly reassuring,unique,elegant,sexy,slightly sweet,slightly strict,slightly intense,slightly sharp
6923|very masculine,middle-aged,very thick,tensed,powerful,bright,slightly soft,slightly muffled,fluent,very cool,intellectual,slightly refreshing,sincere,calm,mature,friendly,reassuring,sexy,slightly wild,slightly kind,slightly modest
8262|very masculine,very tensed,very powerful,bright,hard,very clear,very fluent,cool,slightly intellectual,refreshing,sincere,slightly calm,slightly mature,unique,slightly sexy,very wild,slightly sweet,very lively,very strict,very intense,sharp
1322|very masculine,very adult-like,middle-aged,very thick,slightly tensed,slightly weak,slightly dark,slightly soft,muffled,fluent,cool,very intellectual,very sincere,very calm,mature,friendly,reassuring,elegant,slightly sexy,sweet,kind,very modest
2148|very feminine,young,slightly adult-like,very thin,very relaxed,very weak,dark,very soft,clear,fluent,slightly raspy,very cute,very intellectual,refreshing,sincere,very calm,very friendly,very reassuring,unique,very elegant,very sexy,sweet,very kind,very modest
3915|feminine,slightly gender-neutral,slightly young,slightly adult-like,thin,relaxed,slightly weak,slightly dark,slightly hard,clear,fluent,cute,slightly cool,intellectual,slightly refreshing,sincere,slightly calm,slightly friendly,slightly reassuring,elegant,sexy,slightly sweet,slightly lively,slightly strict,slightly modest
2152|feminine,gender-neutral,very young,very thin,tensed,slightly powerful,very bright,soft,very clear,fluent,cute,slightly intellectual,very refreshing,sincere,slightly calm,friendly,reassuring,very unique,elegant,slightly sexy,slightly sweet,very lively,slightly strict,slightly sharp,slightly modest
4757|feminine,slightly gender-neutral,young,slightly adult-like,thin,slightly relaxed,slightly powerful,bright,slightly soft,slightly muffled,fluent,cute,intellectual,sincere,calm,friendly,slightly reassuring,unique,elegant,sexy,slightly sweet,lively,slightly strict,slightly sharp,slightly modest
1993|very feminine,slightly young,slightly adult-like,very thin,relaxed,very weak,slightly dark,very soft,muffled,fluent,very cute,intellectual,slightly refreshing,sincere,very calm,very friendly,reassuring,slightly unique,very elegant,very sexy,very kind,very modest
8066|masculine,adult-like,slightly middle-aged,thick,tensed,powerful,slightly bright,slightly hard,clear,fluent
5635|masculine,adult-like,slightly middle-aged,slightly relaxed,slightly weak,slightly dark,hard,very clear,very fluent,slightly cool,very intellectual,slightly refreshing,slightly sincere,slightly calm,slightly friendly,very unique,slightly wild,slightly lively,slightly strict,slightly sharp,modest
7848|masculine,very adult-like,middle-aged,thick,slightly tensed,slightly weak,slightly bright,hard,clear,fluent,slightly cool,very intellectual,sincere,calm,slightly mature,slightly friendly,unique,slightly sexy,slightly wild,slightly kind,modest
